Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Risk for Transportation of Coronavirus Disease from Wuhan to Other Cities in China,"Du, Zhanwei; Wang, Lin; Cauchemez, Simon; Xu, Xiaoke; Wang, Xianwen; Cowling, Benjamin J.; Meyers, Lauren Ancel","On January 23, 2020, China quarantined Wuhan to contain coronavirus disease (COVID-19). We estimated the probability of transportation of COVID-19 from Wuhan to 369 other cities in China before the quarantine. Expected COVID-19 risk is >50% in 130 (95% CI 89-190) cities and >99% in the 4 largest metropolitan areas.",2020,,Emerg Infect Dis,,,,32053479,10.3201/eid2605.200146,25987,#99462,Du 2020,,,99462,22-04-20
SARS-CoV-2 pandemic expanding in sub-Saharan Africa: Considerations for COVID-19 in people living with HIV,"Drain, Paul K.; Garrett, Nigel",,2020,,EClinicalMedicine,,,,,10.1016/j.eclinm.2020.100342,19517,#99493,Drain 2020,,,99493,22-04-20
"Radiologic chest CT findings from COVID-19 in Orleans Parish, Louisiana","Danrad, Raman; Smith, David L.; Kerut, Edmund K.","Orleans Parish in Louisiana is in the midst of an exponentially increasing number of patient admissions with COVID-19 and respiratory symptoms. Patients have been described having CT findings most consistent with an early-stage (<7 days from symptoms onset) or an advanced stage (8-14 days from symptoms onset). We describe and illustrate those early and advanced stage CT findings from patients with documented COVID-19 who have been admitted to University Medical Center in New Orleans, Louisiana.",2020,,Echocardiography,,,,32239525,10.1111/echo.14662,23591,#99497,Danrad 2020,,,99497,22-04-20
Sedating ventilated COVID-19 patients with inhalational anesthetic drugs,"Orser, Beverley A.; Wang, Dian-Shi; Lu, Wei-Yang",,2020,,EBioMedicine,,,102770-102770,,https://doi.org/10.1016/j.ebiom.2020.102770,19538,#99502,Orser 2020,,,99502,22-04-20
Emerging Therapeutic Strategies for COVID-19 patients,"Zhu, Shudong; Guo, Xialing; Geary, Kyla; Zhang, Dianzheng","Over 100,000 cases of COVID-19 patients infected with the novel coronavirus SARS-COV-2 have been reported worldwide in approximately 2 months, resulting in over 3000 deaths. Potential therapeutic strategies, including remdesivir, chloroquine phosphate, abidol, lopinavir/ritonavir, plasma, antibody, vaccine and stem cells are discussed in this review. With the number of patients increasing daily, there is an urgent need for effective therapeutic intervention.",2020,,Discoveries (Craiova),,,,32309622,10.15190/d.2020.2,20361,#99528,Zhu 2020,,,99528,22-04-20
Public health decision-making in the real world: Four points to reshape it after COVID-19,"Torri, Emanuele; Nollo, Giandomenico",,2020,,Disaster medicine and public health preparedness,,,01-Mar,,10.1017/dmp.2020.108,19606,#99529,Torri 2020,,,99529,22-04-20
COVID-19 Community Stabilization and Sustainability Framework: An Integration of the Maslow Hierarchy of Needs and Social Determinants of Health,"Ryan, Benjamin J.; Coppola, Damon; Canyon, Deon V.; Brickhouse, Mark; Swienton, Raymond","All levels of government are authorized to apply COVID-19 protection measures, however, they must consider how and when to ease lockdown restrictions to limit long-term societal harm and societal instability. Leaders that employ a well-considered framework with an incremental approach will be able to gradually restart society while simultaneously maintaining public health benefits achieved through lockdown measures. Economically vulnerable populations cannot endure long-term lockdown and most countries lack the ability to maintain a full nationwide relief operation. Decision-makers need to understand this risk and how the Maslow hierarchy of needs and the social determinants of health can guide whole of society policies. Aligning decisions with societal needs will help ensure all segments of society are catered for and met while managing the crisis. This must inform the process of incremental easing of lockdowns to facilitate the resumption of community foundations such as commerce, education and employment in a manner that protects those most vulnerable to COVID-19. This paper proposes a framework for identifying a path forward. It reflects on baseline requirements, regulations and recommendations, triggers, and implementation. Those desiring a successful recovery from the COVID-19 pandemic need to adopt an evidence-based framework now to ensure community stabilization and sustainability.",2020,,Disaster medicine and public health preparedness,,,Jan-16,,10.1017/dmp.2020.109,19555,#99531,Ryan 2020,,,99531,22-04-20
Public Health and COVID-19: From Response to Recovery,"James, James J.",,2020,,Disaster medicine and public health preparedness,,,01-May,,10.1017/dmp.2020.111,19578,#99533,James 2020,,,99533,22-04-20
MANAGEMENT OF COVID-19 OUTBREAK IN ARGENTINA: THE BEGINNING,"Gemelli, Nicolás Alejandro","Objective:To analyze the impact COVID-19 had in Argentina during its initial stage, identifying the measures taken to try to mitigate its impact and briefly compare it with Influenza A H1N1 pandemic in 2009.Methods:descriptive studyResults:Pandemics constitute a serious problem to global health with a major impact in countries population. The late COVID-19 outbreak represent one of the most important viral pandemics lately. It reached Argentina 64 days after the first case was identified in China. Since then, several measures were taken by the Argentinian government to try mitigate its impact in this initial stage.Conclusion:An updated report of the current situation and its management in different countries is of vital importance regarding global health issues and may serve for feedback and decision-making.",2020,,Disaster Medicine and Public Health Preparedness,,,01-Jun,,10.1017/dmp.2020.116,19844,#99535,Gemelli 2020,,,99535,22-04-20
"Limited Early Warnings and Public Attention to Coronavirus Disease 2019 in China, January-February, 2020: A Longitudinal Cohort of Randomly Sampled Weibo Users","Zhu, Yuner; Fu, King-Wa; Grepin, Karen A.; Liang, Hai; Fung, Isaac Chun-Hai","OBJECTIVE: Awareness and attentiveness have implications for the acceptance and adoption of disease prevention and control measures. Social media posts provide a record of the public's attention to an outbreak. To measure the attention of Chinese netizens to coronavirus disease 2019 (COVID-19), a pre-established nationally representative cohort of Weibo users was searched for COVID-19-related key words in their posts. METHODS: COVID-19-related posts (N = 1101) were retrieved from a longitudinal cohort of 52 268 randomly sampled Weibo accounts (December 31, 2019-February 12, 2020). RESULTS: Attention to COVID-19 was limited prior to China openly acknowledging human-to-human transmission on January 20. Following this date, attention quickly increased and has remained high over time. Particularly high levels of social media traffic appeared around when Wuhan was first placed in quarantine (January 23-24, 8-9% of the overall posts), when a scandal associated with the Red Cross Society of China occurred (February 1, 8%), and, following the death of Dr Li Wenliang (February 6-7, 11%), one of the whistleblowers who was reprimanded by the Chinese police in early January for discussing this outbreak online. CONCLUSION: Limited early warnings represent missed opportunities to engage citizens earlier in the outbreak. Governments should more proactively communicate early warnings to the public in a transparent manner.",2020,,Disaster Med Public Health Prep,,,,32241328,10.1017/dmp.2020.68,23507,#99536,Zhu 2020,,,99536,22-04-20
Trust in Humanitarian Aid From the Earthquake in 2017 to COVID-19 in Iran: A Policy Analysis,"Seddighi, Hamed","The earthquake of November 2017, the great flood of April 2019, and the COVID-19 outbreak in 2020 are 3 major emergencies in Iran during the last 3 years. A common issue in all of these crises seems to be the issue of ""trust."" Official authorities, including the Iranian President, ministers, and the judiciary system, tried to gain people's trust by either changing policies or developing new ones. In August 2019, the new law on crisis management in Iran went into effect and the issue of public donation has been considered, too. Also, in their response to the COVID-19 outbreak, Iranian officials ordered all sectors to cooperate with the Ministry of Health and provide it with all necessary facilities. Therefore, it seems that new policies are still needed to overcome mistrust in Iran at times of emergency. Developing a policy on donation management was the first step, and there are several factors that could have contributed to the perception of the mistrust and failure in emergency missions. Mistrust can be the result of different causes, including but not limited to lack of knowledge on capabilities and efficiencies of humanitarian organizations, engagement of a wide range of organizations from different categories, extension of mistrust of an organization to other emergency organizations in the area or all of operation, lack of unity in emergency response, and poor public relations.",2020,,Disaster Med Public Health Prep,,,,32216858,10.1017/dmp.2020.54,24314,#99540,Seddighi 2020,,,99540,22-04-20
"Epidemiologic Features of 135 Patients With Coronavirus Disease (COVID-19) in Tianjin, China","Cao, Chunxia; Li, Yue; Liu, Shuyu; Fan, Haojun; Hao, Liangchen","OBJECTIVE: This study describes the epidemiologic features of an outbreak of the coronavirus disease (COVID-19) in Tianjin caused by a novel coronavirus and provides the scientific basis for prevention and control measures. METHODS: Data from COVID-19 cases were collected from daily notifications given to the National Health Commission of the People's Republic of China and Tianjin Health Committee. All of the data were analyzed with SPSS, version 24.0 software (IBM Corp, Armonk, NY). RESULTS: As of February 24, 2020, there have been 135 confirmed cases, 3 deaths, and 87 recoveries in Tianjin, China. The incidence of COVID-19 was 8.65/1 000 000 with a 2.22% case fatality rate. Regarding geographic distribution, the incidence was 8.82 per 1 000 000 in urban areas and 8.00 per 1 000 000 in suburbs. During the early stage of the epidemic, most cases came from urban areas and in patients with a history of sojourning in Hubei Province. The majority of patients were 31-70 years old (75.97%). A familial clustering was the most important characteristic of COVID-19 (accounting for 74.81%). CONCLUSIONS: Current information suggests that people are generally susceptible to COVID-19, which has shown a familial clustering in Tianjin.",2020,,Disaster Med Public Health Prep,,,,32234107,10.1017/dmp.2020.63,23777,#99559,Cao 2020,,,99559,22-04-20
Coronavirus disease 2019 (COVID-19) and pregnancy: Overview and report of the first German case with COVID-19 and gestational diabetes,"Kleinwechter, H.; Laubner, K.","Since the beginning of the coronavirus pandemic with SARS-CoV‑2 (severe acute respiratory syndrome coronavirus 2) in January 2020, more than 100 cases of pregnant Chinese women have been published, including individuals with gestational diabetes (GDM). The descriptive overview reports on the clinical presentation of COVID-19 as well as on obstetric and neonatal outcome data. The main symptoms of the overall milder course of infection are fever, cough and dyspnea. So far, there is no evidence of intrauterine transmission of the virus and no evidence of breast milk transfer. Postnatal infections of infants of infected mothers are documented, but the course is usually mild. The available data are informative for preparing health professionals for the expected infections in pregnant women with the comorbidity diabetes mellitus.",2020,,Diabetologe,,,,,10.1007/s11428-020-00611-0,19923,#99620,Kleinwechter 2020,,,99620,22-04-20
